message,dtTime,userID,user,type,episode,time
6666,4723.737,b4a7d2ed,b4a7d2ed,1,1,80
假的吧,4725.413,85d7ccff,85d7ccff,1,1,80
飞机杯,4725.782,ac2f0a01,ac2f0a01,1,1,80
我怎么感觉这是寻宝电影#24,4726.199,198a2e75,198a2e75,1,1,80
拧一下啊,4731.955,3dd35129,3dd35129,1,1,80
请正确投入,4734.264,c2fc8b57,c2fc8b57,1,1,80
网络延迟？,4734.309,4d8f087e,4d8f087e,1,1,80
没水？,4734.386,6f45f637,6f45f637,1,1,80
夺宝奇兵：海王,4735.526,198a2e75,198a2e75,1,1,80
哈哈哈哈哈哈啊哈哈哈,4737.45,75b3af32,75b3af32,1,1,80
人类的本质就是复读机,4738.71,8ef5c83d,8ef5c83d,1,1,80
左下那个雕像是在尿尿吗？,4740.919,726fcd6d,726fcd6d,1,1,80
撒泡尿,4743.679,fdd6e580,fdd6e580,1,1,80
撒尿啊,4744.025,da134602,da134602,1,1,80
乖乖站好看我撩你,4755.472,c2bb75e9,c2bb75e9,1,1,80
脑浆……,4761.015,2393feee,2393feee,1,1,80
这不是汗吗,4763.899,8fc9f7b0,8fc9f7b0,1,1,80
啊，乖乖站好,4765.464,c2fc8b57,c2fc8b57,1,1,80
全是头油,4765.56,ccfc700d,ccfc700d,1,1,80
脑子有水,4766.593,198a2e75,198a2e75,1,1,80
出汗了吧老弟,4766.968,3dd35129,3dd35129,1,1,80
撒尿的，你们是魔鬼吗,4768.344,646cacb7,646cacb7,1,1,80
要是jojo就直接用血了,4768.786,bc58be4b,bc58be4b,1,1,80
暂停看手,4769.985,be470388,be470388,1,1,80
这可是男主所有的智商啊,4770.508,be470388,be470388,1,1,80
吐口口水不好了吗,4770.638,99b43256,99b43256,1,1,80
脑子有水的+1，哈哈哈精辟,4771.823,8717a68a,8717a68a,1,1,80
等一下！！！打造三叉戟的时候不是还没被水淹吗?????,4772.606,39d84d90,39d84d90,1,1,80
哈哈哈哈哈哈哈哈哈哈或或或,4774.587,bc29acb9,bc29acb9,1,1,80
脑子进过的水,4778.964,4d8f087e,4d8f087e,1,1,80
播放器,4780.389,4587d896,4587d896,1,1,80
这剧情太差,4783.553,c3b10396,c3b10396,1,1,80
大屁股裂了,4784.795,ca92a2a2,ca92a2a2,1,1,80
榨汁姬要笑死我,4785.506,4306b7b9,4306b7b9,1,1,80
催化剂,4786.615,950da64d,950da64d,1,1,80
金鳞岂是池中物，一遇风云变化龙,4787.84,54162d80,54162d80,1,1,80
水动乐。,4788.435,7f6f6cff,7f6f6cff,1,1,80
我也是这么想的,4790.363,bc90ea43,bc90ea43,1,1,80
我尿黄我来,4793.792,d6a072e5,d6a072e5,1,1,80
一脸嫌弃但看撒尿,4795.757,c2bb75e9,c2bb75e9,1,1,80
官方吐槽,4796.399,fdd6e580,fdd6e580,1,1,80
哈哈哈哈哈哈哈,4802.32,192374f4,192374f4,1,1,85
我来 我尿黄,4805.423,3dd35129,3dd35129,1,1,85
海王哥你看错方向了，我们在下面,4806.603,930ff9a0,930ff9a0,1,1,85
阿姨压一压~,4806.744,4e7ef01a,4e7ef01a,1,1,85
这个跟海王他爸是一个演员？,4815.104,3099544,3099544,1,1,85
m d z z,4817.376,4afe906b,4afe906b,1,1,85
搞笑了，我放逐我自己但是要留下信息。傲娇么？,4818.111,bc58be4b,bc58be4b,1,1,85
现在只卖998,4819.429,8c9b7d52,8c9b7d52,1,1,85
主线任务到手,4825.611,c2bb75e9,c2bb75e9,1,1,85
海神三考?,4828.133,681c4709,681c4709,1,1,85
海王九考,4828.259,cb448413,cb448413,1,1,85
海神九考,4829.525,8f72061d,8f72061d,1,1,85
奎爷快杀了这个老头,4831.936,dd8190b1,dd8190b1,1,1,85
发人物了,4834.534,510857a9,510857a9,1,1,85
解锁支线任务,4835.541,467dc63c,467dc63c,1,1,85
get！,4839.159,7600d861,7600d861,1,1,85
倒装句！,4842.56,b66e5650,b66e5650,1,1,85
主线任务更新,4842.723,7f25ada0,7f25ada0,1,1,85
现在变成寻宝探险电影了,4843.578,cf2dd1b0,cf2dd1b0,1,1,85
进入主线下一阶段任务,4844.562,4cdcfebc,4cdcfebc,1,1,85
打游戏?,4845.114,510857a9,510857a9,1,1,85
存档,4852.214,424d2af7,424d2af7,1,1,85
谢罪,4852.759,b0cdb460,b0cdb460,1,1,85
get下一个任务,4853.183,40307ddd,40307ddd,1,1,85
水是万能的,4853.324,c2fc8b57,c2fc8b57,1,1,85
开启自动寻路,4854.625,8e9119d4,8e9119d4,1,1,85
一个不合格的国外，想出了一个选拔合格国王的试炼……可信度极高,4859.57,48a03ea0,48a03ea0,1,1,85
打副本了,4865.447,539e4626,539e4626,1,1,85
果断果断,4868.172,cf2dd1b0,cf2dd1b0,1,1,85
两个无脑之人的。,4871.37,9809fece,9809fece,1,1,85
装没记住有点秀啊,4872.17,c2bb75e9,c2bb75e9,1,1,85
学霸的藐视,4874.878,afa4fb05,afa4fb05,1,1,85
。。。。。。学霸与学渣,4875.712,def3ea7d,def3ea7d,1,1,85
记不住倒回来看啊,4878.789,fa9d55e5,fa9d55e5,1,1,85
靠谱红头发。,4880.796,9809fece,9809fece,1,1,85
h h h h h,4883.925,b8b19a12,b8b19a12,1,1,85
护妻max,4885.083,c2bb75e9,c2bb75e9,1,1,85
你俩小丶学生吗？,4890.102,94956ee2,94956ee2,1,1,85
弟弟绿,4890.899,367415eb,367415eb,1,1,85
坚强,4891.698,2fbbc8d7,2fbbc8d7,1,1,85
欢迎来到非诚勿扰,4891.913,85d7ccff,85d7ccff,1,1,85
你当日本动漫呢,4894.336,6730d23,6730d23,1,1,85
恋爱的酸臭味,4895.179,95f1e08b,95f1e08b,1,1,85
阿珍爱上了阿强,4895.237,10f7f807,10f7f807,1,1,85
坚强,4897.018,e7dbe4f8,e7dbe4f8,1,1,85
爱德华肯威的漂流瓶,4897.439,fdd6e580,fdd6e580,1,1,85
真好,4897.5,5.48118E+14,5.48118E+14,1,1,85
弟弟退出群聊,4897.863,7f25ada0,7f25ada0,1,1,85
要坚强,4898.165,12991ec3,12991ec3,1,1,85
弟弟坚强。。,4899.261,352b4632,352b4632,1,1,85
下意识以为是酒,4899.851,7b34c484,7b34c484,1,1,85
真的好好看,4901.612,6c9f39bf,6c9f39bf,1,1,85
漂流瓶,4904.1,7600d861,7600d861,1,1,85
魔兽地图,4904.266,510857a9,510857a9,1,1,85
欧姆已经绿到整个海洋发光了,4904.81,4306b7b9,4306b7b9,1,1,85
改革春风吹满地~,4907.129,32ad6d42,32ad6d42,1,1,85
吃玫瑰名场面！,4907.658,e7dbe4f8,e7dbe4f8,1,1,85
开始了恋爱模式,4908.074,4c98fb5f,4c98fb5f,1,1,85
你俩是咋到意大利的,4908.742,52141ae7,52141ae7,1,1,85
女主,4908.939,6c9f39bf,6c9f39bf,1,1,85
做一个秧歌star,4910.568,ce81c884,ce81c884,1,1,85
弟弟;我有点绿但是我还能忍,4910.573,6eb480a6,6eb480a6,1,1,85
西西里的美丽传说,4912.961,c1c64713,c1c64713,1,1,85
青岛啤酒,4914.43,b1ba338a,b1ba338a,1,1,85
秧歌star,4915.949,7eee946d,7eee946d,1,1,85
睡弟弟老婆,4916.441,8981da5e,8981da5e,1,1,85
回来看瓶子的由来,4917.182,bc58be4b,bc58be4b,1,1,85
西西里岛,4917.285,cf2dd1b0,cf2dd1b0,1,1,85
等等 你俩怎么出来的,4917.695,3dd35129,3dd35129,1,1,85
米可,4917.696,b3eb1aa,b3eb1aa,1,1,85
民风淳朴,4922.226,4cdcfebc,4cdcfebc,1,1,85
蜜月模式,4924.047,59c53fd,59c53fd,1,1,85
妈妈绿国王，未婚妻绿国王，这个种族的国王这么容易被绿吗,4927.212,374c7eb4,374c7eb4,1,1,85
意dark利,4927.765,57f3c644,57f3c644,1,1,85
神秘海域4,4927.909,155e6f,155e6f,1,1,85
所以他俩是在度蜜月？,4928.715,7cabfcea,7cabfcea,1,1,85
爱的魔力转圈圈,4928.819,e0dd99d1,e0dd99d1,1,1,85
等等，他们怎么出撒哈拉的,4931.003,da8c1921,da8c1921,1,1,85
人在囧途,4932.546,6c18ed14,6c18ed14,1,1,85
突然发现在人群里，红发真的好看啊,4933.398,afa4fb05,afa4fb05,1,1,85
阿帕茶庄,4934.571,4e49916b,4e49916b,1,1,85
<阿帕茶庄的你是魔鬼吧,4937.487,3f39472b,3f39472b,1,1,85
伊利奥斯？,4940.614,7356b36a,7356b36a,1,1,85
我们教父的老家,4944.731,be470388,be470388,1,1,85
吃花警告！！！！！！！！！！,4946.494,c2bb75e9,c2bb75e9,1,1,85
给钱,4946.813,424d2af7,424d2af7,1,1,85
教父的你不是一个人,4950.659,3d813373,3d813373,1,1,85
没给钱了,4953.851,1296177e,1296177e,1,1,85
意大利是个好地方,4954.725,ccfc700d,ccfc700d,1,1,85
海盗金币结账,4956.679,57f3c644,57f3c644,1,1,85
来口老弟,4956.782,fc7b9b3d,fc7b9b3d,1,1,85
23333333333,4957.538,bc58be4b,bc58be4b,1,1,85
牛嚼牡丹,4959.729,b42f1b8e,b42f1b8e,1,1,85
小林康纳,4960.279,fdd6e580,fdd6e580,1,1,85
真--牛嚼牡丹,4964.638,dd54cbe8,dd54cbe8,1,1,85
我酸了！！！！！！,4965.369,9f9e6814,9f9e6814,1,1,85
像极了爱情,4966.677,46d5dbc2,46d5dbc2,1,1,85
宠啊,4967.064,354b46d3,354b46d3,1,1,85
大部分蔷薇植物都可以吃,4967.576,cec5828c,cec5828c,1,1,85
小美人鱼,4967.682,fcf68f09,fcf68f09,1,1,85
乔鲁诺乔巴纳,4970.5,dd06f6e0,dd06f6e0,1,1,85
情商上线,4975.87,24504fed,24504fed,1,1,85
其实海王很温柔,4976.521,e9f4e7ed,e9f4e7ed,1,1,85
这一个海盗金币比这里面加起来都贵,4978.235,279da79a,279da79a,1,1,85
湄拉这段简直了,4982.313,c2bb75e9,c2bb75e9,1,1,85
美丽的意呆利~~~,4984.574,b517f475,b517f475,1,1,85
绿宝石水花！,5000.927,3f39472b,3f39472b,1,1,85
我去买些橘子，你就在此地，不要走动,5008.925,8c45ca69,8c45ca69,1,1,85
冲击波,5009.899,f858726b,f858726b,1,1,85
这样看有点像寡姐,5010.708,e9f4e7ed,e9f4e7ed,1,1,85
你站在此处不要动，我去买个橘子,5010.772,dc770edf,dc770edf,1,1,85
承包这个镜头！！！爱死媚拉的盛世美颜了,5011.349,30ffe230,30ffe230,1,1,85
截图啊，愣着干嘛,5012.121,c4cf1f45,c4cf1f45,1,1,85
承包！！！！！,5012.2,c2bb75e9,c2bb75e9,1,1,85
弟弟到底做错了什么,5019.379,bb16a978,bb16a978,1,1,85
awsl,5021.718,9529abca,9529abca,1,1,85
awsl,5022.111,8ffdc62f,8ffdc62f,1,1,85
为什么男主不刮胡子,5022.528,7600d861,7600d861,1,1,85
拉丁语能看懂？,5025.383,b517f475,b517f475,1,1,85
弟弟只是走上了成王的路,5025.422,2c6f7f5d,2c6f7f5d,1,1,85
可惜，现实中，不是个好人！,5026.63,7ee4036d,7ee4036d,1,1,85
弟弟祖传绿,5027.351,aa4300a8,aa4300a8,1,1,85
不识字,5028.524,bc58be4b,bc58be4b,1,1,85
awsl,5034.724,8786049,8786049,1,1,85
有胡子才性感啊！,5038.577,bc29acb9,bc29acb9,1,1,85
弟弟没做错什么哥哥是为了保护弟弟才抢国王的,5042.436,f8b6ab70,f8b6ab70,1,1,85
我还以为海王要给女朋友买点吃的,5043.666,809a50e8,809a50e8,1,1,85
伏笔,5056.749,a9570dbe,a9570dbe,1,1,85
涅柔斯，海怪联盟，混的可呀,5058.063,e0dd99d1,e0dd99d1,1,1,85
星际战甲奥罗金神殿,5063.189,e94ec386,e94ec386,1,1,85
这是杰曼·翰苏,5063.53,80d53946,80d53946,1,1,85
明白人,5063.918,2b850144,2b850144,1,1,85
我以为海王要给女主买吃的,5065.857,eb2a9128,eb2a9128,1,1,85
温柔死…,5067.433,7f0640f,7f0640f,1,1,85
渔夫王国的三叉戟帅炸,5067.699,3d813373,3d813373,1,1,85
明白人,5068.722,cb448413,cb448413,1,1,85
国王,5069.239,2dc3d952,2dc3d952,1,1,85
长得不像人挺会讲人话,5070.691,aa4300a8,aa4300a8,1,1,85
变相怪杰,5072.715,950da64d,950da64d,1,1,85
这是惠骃国吧,5074.587,8fc9f7b0,8fc9f7b0,1,1,85
有那么一瞬间老鱼人觉得这王子被教育成功了,5075.654,279da79a,279da79a,1,1,85
娜迦,5077.434,8849a55d,8849a55d,1,1,85
一开始不是说了么，鱼人是进化得来的,5078.517,279da79a,279da79a,1,1,85
长得丑玩的花呀,5087.312,c549cf74,c549cf74,1,1,85
黄晓明！！！,5087.817,379ecb5e,379ecb5e,1,1,85
用金子做武器怎么会打得过银制。。。化学没学好的鱼人老国王,5088.695,279da79a,279da79a,1,1,85
这边怎么变成半鱼人了,5090.79,cf2dd1b0,cf2dd1b0,1,1,85
难道你是认识那个裤衩外穿的吗？,5091.297,4306b7b9,4306b7b9,1,1,85
宋朝,5095.786,64cd79c7,64cd79c7,1,1,85
用金子做叉子容易坏，这鱼人化学学得不好啊，金子软,5097.073,279da79a,279da79a,1,1,85
哲学小鬼自裁，请,5097.644,feb1ffba,feb1ffba,1,1,85
叉子没坏啊，就是掉了,5103.44,279da79a,279da79a,1,1,90
未来守护者 杰斯,5104.725,3f8e54ab,3f8e54ab,1,1,90
和我们两百年前像个屁，和我们一千年前唐宋时期到挺像的,5110.272,7bf0ce4f,7bf0ce4f,1,1,90
你爹就是教你这么谈判的？,5112.737,2b850144,2b850144,1,1,90
第一次见有脚的鱼人比长尾巴的人鱼好看,5114.048,78a653db,78a653db,1,1,90
你爸被我杀了,5115.459,c22ee30b,c22ee30b,1,1,90
挟天子令诸侯,5120.296,b42f1b8e,b42f1b8e,1,1,90
同样是公主，你怎么这么丑？,5120.618,806c7f35,806c7f35,1,1,90
这不是作吗,5124.757,9d6c17dd,9d6c17dd,1,1,90
绿魔投敌了,5129.233,c3b10396,c3b10396,1,1,90
还挺可爱的,5129.411,3dd35129,3dd35129,1,1,90
前后两个镜头画风都不一样了一个有黑边一个没有23333,5131.139,fd5d9ec4,fd5d9ec4,1,1,90
这么看是挺懦夫的,5131.341,83c27c0a,83c27c0a,1,1,90
大鱼人,5131.515,8b7484cf,8b7484cf,1,1,90
绿魔，你想脱离队伍奔个前程，我可以理解，但是你想卖国投敌当人奸，我绝不允许,5131.953,c3b10396,c3b10396,1,1,90
你们拜访别的领导人都不先安检下武器的吗,5132.304,bc58be4b,bc58be4b,1,1,90
你特码把人家爸爸杀了,5132.478,f2758c27,f2758c27,1,1,90
小龙人,5136.457,502e641c,502e641c,1,1,90
我覺得不是懦夫吧，是理智,5138.797,84c136e1,84c136e1,1,1,90
意大利真有此地么？,5139.494,279da79a,279da79a,1,1,90
带来广东，你就被煲汤了。。。,5144.697,295300b0,295300b0,1,1,90
伊利奥斯,5145.563,279da79a,279da79a,1,1,90
神秘海域5,5146.649,4462a13d,4462a13d,1,1,90
守望那个伊利奥斯是希腊,5152.657,ec882170,ec882170,1,1,90
幸好瓶子没扔系列,5156.954,7d5ed5fe,7d5ed5fe,1,1,90
直线思维,5168.448,e9f4e7ed,e9f4e7ed,1,1,90
注意这句shoyongl,5170.25,e840cbaf,e840cbaf,1,1,90
注意这句用了only。。。can。。。引导的状语从句倒装句式,5170.25,e840cbaf,e840cbaf,1,1,90
他不是不读书吗,5171.946,e9f4e7ed,e9f4e7ed,1,1,90
不是说了么，沉了，以前是人类不过不喜欢跟没有科技领悟的人类交涉,5177.862,279da79a,279da79a,1,1,90
大块头蛮聪明的啊,5178.941,978f20cc,978f20cc,1,1,90
智商上线了,5180.658,3dd35129,3dd35129,1,1,90
维吉尔：他爹明明是埃涅阿斯,5188.722,5cc5619d,5cc5619d,1,1,90
罗马！！！,5188.802,cf2dd1b0,cf2dd1b0,1,1,90
鬼舅!,5189.527,3f39472b,3f39472b,1,1,90
罗马！,5189.534,d2a60725,d2a60725,1,1,90
你也是罗马！？,5189.548,fc87b9ff,fc87b9ff,1,1,90
罗马！,5189.637,1125e928,1125e928,1,1,90
唔姆,5191.351,4cdcfebc,4cdcfebc,1,1,90
我(罗马)就是罗马,5192.247,bc90ea43,bc90ea43,1,1,90
你也是罗马吗！！,5192.277,7ada74ab,7ada74ab,1,1,90
罗马！,5192.853,9b29c879,9b29c879,1,1,90
不是同一个时期啊，,5193.564,4a296125,4a296125,1,1,90
此刻，我们都是唔姆人,5194.417,f71efbd0,f71efbd0,1,1,90
老弟瓶子握法我来教你,5194.851,c2bb75e9,c2bb75e9,1,1,90
罗马神祖,5196.156,6cda95b8,6cda95b8,1,1,90
炸出一群精罗,5196.174,19818ab1,19818ab1,1,1,90
夏威夷的你好骚,5196.602,bc58be4b,bc58be4b,1,1,90
罗马！！,5203.114,7ada74ab,7ada74ab,1,1,90
你的瓶子为什么摆的刚刚好，难道你是强迫症,5206.32,ccfc700d,ccfc700d,1,1,90
大型狗粮现场,5214.746,c2bb75e9,c2bb75e9,1,1,90
阿珍爱上了阿强,5218.541,e7dbe4f8,e7dbe4f8,1,1,90
请保护文物,5218.695,7cabfcea,7cabfcea,1,1,90
咳咳,5219.088,cf2dd1b0,cf2dd1b0,1,1,90
下一秒就很快乐哦～～～,5220.699,3d2f57f1,3d2f57f1,1,1,90
万一这雕像毁了呢,5221.76,a1d94ea5,a1d94ea5,1,1,90
有点想寡妇,5222.063,279da79a,279da79a,1,1,90
ffffffffffffffff,5224.124,46d5dbc2,46d5dbc2,1,1,90
这是这部片子的惯例吗,5224.796,b7be17d7,b7be17d7,1,1,90
卧槽！吓死我了,5224.84,66fde208,66fde208,1,1,90
要坚强,5225.468,bb16a978,bb16a978,1,1,90
卧槽，吓我一跳,5226.91,1fdd1ce2,1fdd1ce2,1,1,90
吓我一跳，kao,5226.95,4f8d5d1,4f8d5d1,1,1,90
带着耳机的我差点跟着去了,5227.306,f18fb775,f18fb775,1,1,90
卧槽，又吓我一跳，导演你过分了，再一再二不再三啊,5227.452,898591a0,898591a0,1,1,90
舒服啊,5227.646,380bb380,380bb380,1,1,90
笑死了,5227.723,279da79a,279da79a,1,1,90
666666666,5227.81,a3b49ddf,a3b49ddf,1,1,90
这...这是替身攻击！,5227.986,593a2edf,593a2edf,1,1,90
你们鱼人这么喜欢爆破么。。。,5228.259,f6e02065,f6e02065,1,1,90
干得漂亮,5228.264,590bc774,590bc774,1,1,90
来自老祖先的助攻,5228.469,e1054788,e1054788,1,1,90
我看这片已经被吓了两次了,5228.628,87410722,87410722,1,1,90
爽,5228.701,4dda8d13,4dda8d13,1,1,90
卧槽我也吓死了,5229.384,3b2e2000,3b2e2000,1,1,90
吓我一跳,5230.107,23ecda36,23ecda36,1,1,90
爽！！！,5230.368,4dee1601,4dee1601,1,1,90
？？？？,5230.465,c61a3b48,c61a3b48,1,1,90
 意大利：不是不报时候未到,5230.91,9c72bb70,9c72bb70,1,1,90
干的漂亮,5231.013,e7bdd354,e7bdd354,1,1,90
又来,5231.198,ba8c3cc8,ba8c3cc8,1,1,90
笑死我了,5231.315,bf16dec2,bf16dec2,1,1,90
哈哈哈哈哈哈,5231.356,3dd35129,3dd35129,1,1,90
吓得我骂了一句脏话,5231.49,ca09741e,ca09741e,1,1,90
黑蝠鲼,5231.887,98fb6d0f,98fb6d0f,1,1,90
钢铁侠来咯,5232.48,a29bf026,a29bf026,1,1,90
FFF团,5233.672,bc58be4b,bc58be4b,1,1,90
233333333,5234.074,cf124049,cf124049,1,1,90
红豆蝇,5234.215,d6a072e5,d6a072e5,1,1,90
ET?,5234.29,459f3567,459f3567,1,1,90
外星人！,5234.4,7600d861,7600d861,1,1,90
单身狗表示内容很舒适,5234.513,4ea40134,4ea40134,1,1,90
团长你要干什么？,5235.038,719807f9,719807f9,1,1,90
每次开炮都要吓我一跳吗◐▂◐,5235.242,239c10fc,239c10fc,1,1,90
你 妈 的，为 什 么,5235.726,3dc7b125,3dc7b125,1,1,90
红眼果蝇哈哈哈哈或或或或或或或或,5235.966,c59a6ef9,c59a6ef9,1,1,90
笑死我了，哈哈哈哈嗝,5236.265,ebcd526e,ebcd526e,1,1,90
果蝇一上线,5236.672,ad271f3e,ad271f3e,1,1,90
大头，是你吗？,5236.865,36f043b9,36f043b9,1,1,90
果蝇卧槽,5236.886,c09085c1,c09085c1,1,1,90
大眼苍蝇,5236.91,92233092,92233092,1,1,90
xswl,5236.992,b9a544e4,b9a544e4,1,1,90
哈哈哈哈哈哈哈哈哈哈哈,5237.013,147826b,147826b,1,1,90
？,5237.122,e9fed1d7,e9fed1d7,1,1,90
v3,5237.331,620478a8,620478a8,1,1,90
哎呦，小别致长得真玩意,5237.567,1685f92c,1685f92c,1,1,90
这个眼睛？？？,5237.888,24f5b58e,24f5b58e,1,1,90
卢西奥,5237.888,2b4562ce,2b4562ce,1,1,90
2333333,5237.925,54ea5dbe,54ea5dbe,1,1,90
苍蝇,5237.932,301efd3a,301efd3a,1,1,90
红红火火恍恍惚惚笑死我了,5238.316,6a0233b,6a0233b,1,1,90
哈哈哈哈哈哈,5238.627,1e4fe4c2,1e4fe4c2,1,1,90
蛤,5238.774,f76a96a,f76a96a,1,1,90
蚁人,5239.056,289bbaf,289bbaf,1,1,90
这个爱情戏有点突然,5239.46,e9f4e7ed,e9f4e7ed,1,1,90
苍蝇(●—●),5239.851,fae3be7a,fae3be7a,1,1,90
黑体长翅红眼果蝇上线,5239.929,ec1a96c0,ec1a96c0,1,1,90
还挺萌,5240.179,f6e02065,f6e02065,1,1,90
fff团参上,5240.239,437be4b2,437be4b2,1,1,90
23333333333,5240.631,f1ae54a9,f1ae54a9,1,1,90
好蠢,5240.667,4f2ebf94,4f2ebf94,1,1,90
苍蝇子,5240.889,c8b57a53,c8b57a53,1,1,90
HHHHHHHHH,5241.325,4817cdc6,4817cdc6,1,1,90
哈哈哈哈哈哈哈哈哈哈啊哈,5241.452,41fc85e8,41fc85e8,1,1,90
yi r,5241.706,ad271f3e,ad271f3e,1,1,90
果蝇红眼,5241.94,dc7e99fd,dc7e99fd,1,1,90
爷刀呢,5242.299,56d0f87c,56d0f87c,1,1,90
DJ....,5242.419,bdce5a38,bdce5a38,1,1,90
龟龟 这也太丑了,5242.666,8245ae74,8245ae74,1,1,90
哈哈哈哈哈哈哈哈哈这是个什么东西,5243.513,c61a3b48,c61a3b48,1,1,90
丑爆了,5243.558,a4a3bd98,a4a3bd98,1,1,90
苍蝇侠和小龙虾,5244.8,255fec37,255fec37,1,1,90
真炸死异性恋,5245.422,bc58be4b,bc58be4b,1,1,90
念诗之王,5245.608,ce81c884,ce81c884,1,1,90
这很DC,5246.215,730b1621,730b1621,1,1,90
哇！海盗这么有文化吗？出口就是名作啊！,5246.323,4cdc0ede,4cdc0ede,1,1,90
大苍蝇,5246.824,4306b7b9,4306b7b9,1,1,90
克总发糖,5247.233,76aaf5c4,76aaf5c4,1,1,90
暴力,5247.455,dde430c3,dde430c3,1,1,90
克总发糖！,5248.448,7a0c9a9b,7a0c9a9b,1,1,90
克总发糖,5249.343,7f25ada0,7f25ada0,1,1,90
果蝇······232323,5250.193,db1e8b0f,db1e8b0f,1,1,90
大眼萌,5250.328,198a2e75,198a2e75,1,1,90
太喜感了,5251.818,4f47f974,4f47f974,1,1,90
2333333333333,5252.763,bc58be4b,bc58be4b,1,1,90
大眼萌苍蝇精？,5255.211,684de39c,684de39c,1,1,90
苍蝇怪,5255.887,cf2dd1b0,cf2dd1b0,1,1,90
电眼壁人,5256.062,d0b6b49a,d0b6b49a,1,1,90
壮哉！大FFFF团！！！！！哈哈哈,5257.979,d41004eb,d41004eb,1,1,90
我们未能击穿敌人的装甲,5259.774,4cdcfebc,4cdcfebc,1,1,90
文物啊！,5260.337,ebb511c3,ebb511c3,1,1,90
蛤蟆精,5261.482,bc58be4b,bc58be4b,1,1,90
fff万岁,5263.375,8786049,8786049,1,1,90
衣服都没烧烂，这个激光太菜了,5265.776,f83be921,f83be921,1,1,90
古迹。。。,5267.963,b517f475,b517f475,1,1,90
这都不死,5270.116,b61a5f97,b61a5f97,1,1,90
盖亚,5272.187,5ddf5b01,5ddf5b01,1,1,90
死侍：要来了！超级英雄落地！,5272.339,748136db,748136db,1,1,90
好大好扁的头哈哈哈哈哈,5273.868,75b3af32,75b3af32,1,1,90
盖亚：我觉得不行,5278.076,f8829166,f8829166,1,1,90
你弄脏了我的衣服，你完蛋了2333,5279.04,12817c12,12817c12,1,1,90
破坏文物 你完蛋了,5283,485ff3aa,485ff3aa,1,1,90
盖亚：这落地不帅,5283.412,cfa153e4,cfa153e4,1,1,90
没人好奇为什么他的手都熟了，胡子却还在吗？,5284.602,3a29cac4,3a29cac4,1,1,90
头盔太丑。,5285.427,9809fece,9809fece,1,1,90
火候太大 有点焦了,5285.451,66fde208,66fde208,1,1,90
这脚上的是屎吗,5286.441,92233092,92233092,1,1,90
 快放葱！,5287.395,9c72bb70,9c72bb70,1,1,90
你的眼神锁定我,5287.884,85fde113,85fde113,1,1,90
蜻蜓队长前来觐见,5287.953,4306b7b9,4306b7b9,1,1,90
头盔是真的丑炸了,5288.234,c88af1d4,c88af1d4,1,1,90
破坏古迹啊,5288.52,c549cf74,c549cf74,1,1,90
好丑啊,5288.64,7600d861,7600d861,1,1,90
苍蝇有点像，我觉得青蛙也挺像的,5288.819,3d2f57f1,3d2f57f1,1,1,90
装甲太丑不配做主角,5290.533,14c28980,14c28980,1,1,90
你已经被锁定惹,5290.958,9f722602,9f722602,1,1,90
盖诺赛克特+1,5291.776,1382bc5a,1382bc5a,1,1,90
鱼香肉丝,5292.763,59c53fd,59c53fd,1,1,90
一个路过的卡面来打,5293.103,4cdcfebc,4cdcfebc,1,1,90
这里的bgm是不是创战纪的,5295.931,bc58be4b,bc58be4b,1,1,90
铁甲小宝！出动！,5296.2,bb16a978,bb16a978,1,1,90
刺客信条,5296.454,f3452c1,f3452c1,1,1,90
马拉卡,5297.934,f3452c1,f3452c1,1,1,90
这样锤头不会脑震荡吗,5298.968,f1ae54a9,f1ae54a9,1,1,90
怎么感觉像在看铠甲勇士,5302.273,fae3be7a,fae3be7a,1,1,90
头铁,5304.105,19106f48,19106f48,1,1,90
好听吗？好听就是好头啊,5304.613,125ebeee,125ebeee,1,1,90
奥姆:你可以带领我手下最精锐的一批战士,5306.878,da1aa3ea,da1aa3ea,1,1,90
卡特开始旋转跳跃了,5307.991,beafa688,beafa688,1,1,90
打铁,5310.497,cae61bfe,cae61bfe,1,1,90
莫名想说狗男女,5313.006,f8db86e7,f8db86e7,1,1,90
红发战法,5313.344,b66e5650,b66e5650,1,1,90
为什么不一开始就开枪呢,5313.603,c3b10396,c3b10396,1,1,90
为什么突然就有刀光了,5313.775,d2a60725,d2a60725,1,1,90
有刀光？刀光哥Kirito,5314.404,6d655604,6d655604,1,1,90
王 之 力,5315.757,9c72bb70,9c72bb70,1,1,90
还是这个帅啊,5316.118,3c93934a,3c93934a,1,1,90
最精锐的突击队……,5316.508,91aca7aa,91aca7aa,1,1,90
wdnmd真白给啊,5317.784,3376f6cf,3376f6cf,1,1,90
众所周知水可以代替血,5318.003,eb2a9128,eb2a9128,1,1,90
刀光鸽！！！,5318.223,b4a0c1c5,b4a0c1c5,1,1,90
老婆啊啊啊啊啊啊啊,5319.352,3dd35129,3dd35129,1,1,90
近战法师,5323.247,8ffdc62f,8ffdc62f,1,1,90
十字固？,5325.274,b42f1b8e,b42f1b8e,1,1,90
老子打的就是精锐,5331.129,857afd99,857afd99,1,1,90
这就是最精英的手下？,5332.372,5aeeb5b9,5aeeb5b9,1,1,90
巴啦啦能量！！！,5333.294,e2ab33a,e2ab33a,1,1,90
